call_id,customer_id,call_date,call_time,agent_id,call_duration_sec,call_result,sentiment,product_pitched,notes,call_duration_min,full_name,phone_raw,address_raw,city,province,gender,dob,segment,branch,source_campaign,created_date,full_name_clean,phone_clean
CL00270,C0192,2024-09-27,14:28,AG03,176,Registered Product,Neutral,Savings Account,Customer agreed to open product.,2.933333333333333,pham hong nam,0550 302 996,"115 Tran Hung Dao, P.2",Hai Phong,Hai Phong,Male,1987-12-18,VIP,Ha Noi - Hoan Kiem,Online form,2024-01-18,Pham Hong Nam,0550302996
CL00271,C0192,2024-10-14,09:46,AG06,103,Connected - Not Interested,Negative,Savings Account,Customer refused politely.,1.7166666666666666,pham hong nam,0550 302 996,"115 Tran Hung Dao, P.2",Hai Phong,Hai Phong,Male,1987-12-18,VIP,Ha Noi - Hoan Kiem,Online form,2024-01-18,Pham Hong Nam,0550302996
CL00272,C0193,2024-01-27,10:16,AG04,401,Connected - Interested,Negative,Credit Card,,6.683333333333334,Pham Anh Trang,0922-657-398,"27 Nguyen Thi Minh Khai, P.15",Da Nang,Da Nang,Male,2001-05-11,VIP,Da Nang - Hai Chau,Event,2024-08-10,Pham Anh Trang,0922657398
CL00273,C0193,2024-04-01,12:46,AG05,20,Wrong Number,,Term Deposit,Phone number incorrect.,0.3333333333333333,Pham Anh Trang,0922-657-398,"27 Nguyen Thi Minh Khai, P.15",Da Nang,Da Nang,Male,2001-05-11,VIP,Da Nang - Hai Chau,Event,2024-08-10,Pham Anh Trang,0922657398
CL00274,C0194,2024-03-24,13:18,AG03,472,Connected - Not Interested,Positive,Credit Card,Customer refused politely.,7.866666666666666,tran thanh tu,+84392483780,"43 Dien Bien Phu, P.1",Hai Phong,Da Nang,Male,1997-11-21,Retail,HCM - Phu Nhuan,Branch referral,2024-02-27,Tran Thanh Tu,0392483780
CL00275,C0194,2024-09-13,17:59,AG07,42,Wrong Number,,Credit Card,Phone number incorrect.,0.7,tran thanh tu,+84392483780,"43 Dien Bien Phu, P.1",Hai Phong,Da Nang,Male,1997-11-21,Retail,HCM - Phu Nhuan,Branch referral,2024-02-27,Tran Thanh Tu,0392483780
CL00276,C0195,2024-06-11,08:24,AG04,28,Wrong Number,,Term Deposit,Phone number incorrect.,0.4666666666666667,vo van trang,0987 442 180,"147 Tran Hung Dao, P.2",Hai Phong,TP.HCM,Male,1990-06-22,Mass,HCM - Phu Nhuan,Event,2024-12-25,Vo Van Trang,0987442180
CL00277,C0196,2024-09-27,19:15,AG04,31,Call Back Later,,Savings Account,Customer asked to be called again next week.,0.5166666666666667,LE THANH KHANH,+84896878926,"44 Dien Bien Phu, P.7",Hai Phong,Ha Noi,Male,2018-05-06,SME,HCM - Phu Nhuan,Event,2024-10-06,Le Thanh Khanh,0896878926
CL00278,C0197,2024-05-24,12:07,AG06,46,Registered Product,Negative,Personal Loan,Customer agreed to open product.,0.7666666666666667,bui van trang,,"154 Nguyen Trai, P.10",Hai Phong,TP.HCM,Male,1993-12-24,VIP,HCM - Phu Nhuan,Partnership,2024-10-14,Bui Van Trang,
CL00279,C0198,2024-07-17,10:28,AG05,48,Call Back Later,,Term Deposit,Customer asked to be called again next week.,0.8,DO THI KHANH,0548649473,"109 Tran Hung Dao, P.5",Can Tho,Ha Noi,Male,1987-08-10,SME,Can Tho - Ninh Kieu,Partnership,2024-12-07,Do Thi Khanh,0548649473
CL00280,C0199,2024-11-11,17:02,AG06,24,Call Back Later,,Term Deposit,Customer asked to be called again next week.,0.4,Dang Hong Trang,0777510663,"40 Ly Thuong Kiet, P.15",Hai Phong,Da Nang,Female,1983-05-31,VIP,Can Tho - Ninh Kieu,Event,2024-05-06,Dang Hong Trang,0777510663
CL00281,C0199,2024-01-15,16:29,AG07,225,Connected - Interested,Positive,Credit Card,,3.75,Dang Hong Trang,0777510663,"40 Ly Thuong Kiet, P.15",Hai Phong,Da Nang,Female,1983-05-31,VIP,Can Tho - Ninh Kieu,Event,2024-05-06,Dang Hong Trang,0777510663
CL00282,C0199,2024-09-29,19:19,AG01,40,Wrong Number,,Term Deposit,Phone number incorrect.,0.6666666666666666,Dang Hong Trang,0777510663,"40 Ly Thuong Kiet, P.15",Hai Phong,Da Nang,Female,1983-05-31,VIP,Can Tho - Ninh Kieu,Event,2024-05-06,Dang Hong Trang,0777510663
CL00283,C0200,2024-11-14,13:53,AG05,57,Wrong Number,,Personal Loan,Phone number incorrect.,0.95,hoang quang trang,0855 154 957,"219 Le Loi, P.15",Ha Noi,Can Tho,Male,2014-02-10,Mass,HCM - Phu Nhuan,Partnership,2024-09-29,Hoang Quang Trang,0855154957
